title,employment_type,required_experience,industry,function,has_company_logo,Actual,Predicted,Result
Local Representative,unknown,unknown,unknown,unknown,1,0,0,Correct
Client Ambassador,unknown,unknown,unknown,unknown,1,0,0,Correct
Inside Sales ,Full-time,Entry level,unknown,Sales,1,0,0,Correct
Civil Engineer,Contract,unknown,Utilities,unknown,1,0,0,Correct
Senior Designer,Full-time,Mid-Senior level,Information Technology and Services,Design,1,0,0,Correct
Personal Agent/Special Projects Coordinator,Full-time,unknown,unknown,unknown,1,0,0,Correct
Software Development,unknown,unknown,unknown,unknown,1,0,0,Correct
Brand Ambassador,Other,Mid-Senior level,Hospitality,Business Development,1,0,0,Correct
Mobile Developer (iOS or Android),Full-time,unknown,Computer Software,Engineering,1,0,0,Correct
Warehouse Technician,unknown,unknown,unknown,unknown,1,0,0,Correct
Outside Sales Professional-Waucanda,Full-time,unknown,Building Materials,Sales,1,0,0,Correct
WAREHOUSE ASSOCIATE,Full-time,Entry level,Warehousing,Distribution,1,1,0,Wrong
Community Manager - New York City,unknown,unknown,unknown,unknown,0,0,0,Correct
West Yorkshire Telesales Executives,Full-time,Associate,unknown,Business Development,1,0,0,Correct
Senior System Engineering Manager ,Full-time,Mid-Senior level,Computer Networking,Engineering,1,1,0,Wrong
System Administrator/Tools,Full-time,Mid-Senior level,Computer Games,Information Technology,0,0,0,Correct
Hotel Guest Service Agent,Full-time,Associate,Hospitality,unknown,1,0,0,Correct
Working Student Marketing,Part-time,unknown,E-Learning,Engineering,1,0,0,Correct
Android Test Engineer,Full-time,unknown,unknown,unknown,1,0,0,Correct
"Developer and Database Administrator  Pittsburgh, PA",unknown,unknown,unknown,unknown,0,1,0,Wrong
Linux Support Engineer,Full-time,Associate,Telecommunications,Engineering,1,0,0,Correct
Quality Assurance Analyst,Full-time,Entry level,Internet,Quality Assurance,1,0,0,Correct
Joomla Developer,unknown,unknown,unknown,unknown,0,0,0,Correct
English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
Title Insurance Ops: Sr Title Officer/Counsel,Full-time,Mid-Senior level,Financial Services,Finance,1,0,0,Correct
Infrastructure Project Manager ,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service $22.50/HR PLUS Commissions,Full-time,Entry level,Consumer Services,Customer Service,1,0,0,Correct
Senior Android Developer,Full-time,Mid-Senior level,unknown,unknown,1,0,0,Correct
Marketing / Growth Expert,Full-time,Mid-Senior level,unknown,Marketing,1,0,0,Correct
Customer Service Associate - On Call ,Part-time,Entry level,Telecommunications,Customer Service,1,0,0,Correct
Mystery Shopper - Illinois,Temporary,Entry level,Marketing and Advertising,Marketing,1,0,0,Correct
Sales / Customer Service,Full-time,Associate,unknown,Sales,1,0,0,Correct
Lead Operator ,Full-time,Entry level,Legal Services,Customer Service,1,0,0,Correct
Graduate Intern - Python and Mongo DB,Temporary,Internship,Information Technology and Services,Information Technology,1,0,0,Correct
Certification & HALT testing Manager,Full-time,unknown,unknown,unknown,1,0,0,Correct
Executive Producer,Full-time,Executive,Motion Pictures and Film,unknown,1,0,0,Correct
WordPress Architect/Developer ,Contract,unknown,Internet,Design,1,0,0,Correct
"Life Insurance Agent - Orlando, FL",Full-time,Not Applicable,Insurance,Sales,1,0,0,Correct
Software Engineer,Full-time,Entry level,Information Technology and Services,Information Technology,1,0,0,Correct
WEB DESIGNER,Full-time,unknown,Staffing and Recruiting,Information Technology,1,0,0,Correct
Epic Adventurist,Part-time,Entry level,Entertainment,Other,1,0,0,Correct
Interaction Designer,Full-time,Mid-Senior level,Telecommunications,Art/Creative,1,0,0,Correct
PeopleSoft CRM Consultant,Full-time,Executive,Information Technology and Services,Information Technology,0,0,0,Correct
Front-end engineer,unknown,unknown,unknown,Engineering,0,0,0,Correct
Litigation Support Analyst ,Full-time,Entry level,Legal Services,Other,1,0,0,Correct
Senior PHP Developer,Full-time,Mid-Senior level,Information Technology and Services,Engineering,1,0,0,Correct
Sr. .NET / Azure Developer,unknown,unknown,unknown,unknown,1,0,0,Correct
Human Resources Manager,Full-time,unknown,Human Resources,unknown,0,0,0,Correct
General Manager for Apparel Startup,Full-time,Entry level,Apparel & Fashion,Marketing,1,0,0,Correct
Field Representative/ Hiring Immediately,Part-time,Not Applicable,Marketing and Advertising,Marketing,0,0,0,Correct
Sales Rep for AT&T Solutions Provider - Management Training,Full-time,unknown,Consumer Services,Sales,1,0,0,Correct
Specialist Teaching Associate,Full-time,unknown,Education Management,unknown,1,0,0,Correct
Community Support Manager (CSM),Full-time,Entry level,unknown,Customer Service,1,0,0,Correct
Entry Level JAVA Developer,Full-time,Entry level,Computer Software,Information Technology,0,0,0,Correct
Inside Sales Professional,Full-time,unknown,Building Materials,Sales,1,0,0,Correct
IT and Operations Manager - Figo Pet Insurance,Full-time,Mid-Senior level,Insurance,Information Technology,1,0,0,Correct
AB12 3LE Driving Apprenticeships Under NAS 18-24 Year Olds Only,Full-time,Not Applicable,Logistics and Supply Chain,unknown,1,0,0,Correct
Web Application Developer (Node.JS),Contract,Associate,Computer Software,Engineering,1,0,0,Correct
Commercial Real Estate Paralegal- Atlanta-Buckhead,Full-time,Mid-Senior level,Real Estate,Legal,1,0,0,Correct
Southend-on-Sea Traineeships Under NAS 16-18 Year Olds Only,unknown,Not Applicable,unknown,Customer Service,1,0,0,Correct
Collection Agent,unknown,unknown,unknown,unknown,1,0,0,Correct
RGN/RMN's,unknown,unknown,unknown,unknown,1,0,0,Correct
Affiliates/Partnerships Manager,Full-time,unknown,unknown,Marketing,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
"Sales, Assistant Manager & Market Manager Positions Available",Full-time,Entry level,Consumer Services,Sales,1,0,0,Correct
Optical Sales,Full-time,unknown,"Health, Wellness and Fitness",Sales,0,1,1,Correct
English Teacher Abroad ,Contract,unknown,Education Management,unknown,1,0,0,Correct
Lead Creative Designer,Full-time,unknown,Internet,unknown,1,0,0,Correct
Senior IT Auditor (REF SITAU_08),Full-time,Mid-Senior level,Gambling & Casinos,Accounting/Auditing,0,0,0,Correct
Graduate Opportunity: Java Developer,Full-time,Entry level,Information Technology and Services,Engineering,1,0,0,Correct
Senior Product Manager,Full-time,Mid-Senior level,Internet,Information Technology,1,0,0,Correct
Store Manager,Full-time,unknown,Retail,Sales,1,0,0,Correct
Customer Success Manager,Full-time,Entry level,"Health, Wellness and Fitness",unknown,0,0,0,Correct
CH1 1DD Business Admin Apprentice Available Under NAS 16-18 year olds only,unknown,unknown,unknown,unknown,1,0,0,Correct
"VP, Healthcare Management",Full-time,Executive,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Legal Services,Administrative,1,0,0,Correct
Customer Service Associate,Full-time,Entry level,Insurance,Customer Service,1,0,0,Correct
Part-time Customer Service Web Support,Part-time,Not Applicable,Internet,Customer Service,1,0,0,Correct
Product Manager,Full-time,unknown,Information Services,Engineering,0,0,0,Correct
Strategy Team ,Full-time,unknown,Management Consulting,unknown,1,0,0,Correct
Junior Front End Developer - Javascript,Full-time,unknown,unknown,unknown,1,0,0,Correct
Full-Stack Software Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
Promotions / Marketing Assistant,unknown,unknown,unknown,Marketing,1,0,0,Correct
VP Business Development,Full-time,Executive,Medical Practice,Business Development,1,0,0,Correct
Ancillary Revenue Executive,Full-time,Mid-Senior level,Aviation & Aerospace,Sales,1,0,0,Correct
Country Manager France,Full-time,unknown,unknown,unknown,1,0,0,Correct
I want to work at Vend in TORONTO,unknown,unknown,unknown,unknown,1,0,0,Correct
Administrative/Receptionist - $19.25/hr,unknown,unknown,unknown,unknown,1,1,0,Wrong
IT Manager,Full-time,Mid-Senior level,Telecommunications,Information Technology,1,0,0,Correct
Red Antler: Account Directors,Full-time,Mid-Senior level,Marketing and Advertising,Project Management,1,0,0,Correct
Windows Security Engineer,Full-time,Associate,Computer & Network Security,Information Technology,1,0,0,Correct
Sales Reps (US),Full-time,unknown,unknown,unknown,1,0,0,Correct
Community Health Worker - Primary Care Outreach,Full-time,unknown,Hospital & Health Care,Health Care Provider,1,0,0,Correct
Engineering Project/Program Manager (remote/telecommute),Full-time,Mid-Senior level,Internet,Project Management,1,0,0,Correct
CAD Draftsman,Full-time,Not Applicable,Oil & Energy,unknown,1,0,0,Correct
Internal IT Support Engineer,Full-time,Associate,E-Learning,Engineering,1,0,0,Correct
Software Clinical Trainer - Seeking RPSGTs!,Full-time,unknown,Computer Software,Training,1,0,0,Correct
Field Service Manager (Hydraulic Fracturing),Full-time,unknown,Oil & Energy,unknown,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Consumer Electronics,Customer Service,1,0,0,Correct
Sales Manager,Full-time,Mid-Senior level,Internet,Sales,1,0,0,Correct
Processing Geophysicist,Full-time,Entry level,Oil & Energy,Other,1,0,0,Correct
SAP Basis Architect,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
UX Designer,Full-time,Associate,Computer Software,Information Technology,1,0,0,Correct
Graphic Design Intern,Temporary,Internship,Computer Software,Design,1,0,0,Correct
SAP BW Sr. Developer,Full-time,unknown,unknown,Consulting,1,0,0,Correct
Marketing Manager,Full-time,Associate,Information Technology and Services,Marketing,1,0,0,Correct
Operations Graphic Artist,Full-time,Entry level,Marketing and Advertising,Art/Creative,0,0,0,Correct
Mobile apps developer ,unknown,unknown,unknown,unknown,1,0,0,Correct
Sales Executive,Full-time,unknown,Computer Software,Sales,1,0,0,Correct
Principal Security Consultant / Penetration Tester,unknown,unknown,unknown,unknown,1,0,0,Correct
Project Manager,Full-time,Associate,Internet,Project Management,1,0,0,Correct
Video Editor,Full-time,Associate,Information Services,Writing/Editing,0,0,0,Correct
Technology Training Facilitator,unknown,unknown,unknown,unknown,0,0,0,Correct
"Home Health Aid, Kennewick, WA",unknown,unknown,unknown,unknown,1,0,0,Correct
Software Developer Intern,unknown,unknown,unknown,unknown,1,0,0,Correct
Reservations Team Leader,Full-time,Mid-Senior level,"Leisure, Travel & Tourism",Sales,1,0,0,Correct
Customer Advisor,Full-time,Entry level,Internet,Customer Service,1,0,0,Correct
Web and mobile focused designer / UX,Full-time,Mid-Senior level,Airlines/Aviation,Product Management,1,0,0,Correct
Systems Engineers/Network Administrators/Tiers I-II,Full-time,Associate,Information Technology and Services,Information Technology,1,0,0,Correct
Software Engineer - Java Server Applications,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Sales Representative,Full-time,Associate,Medical Devices,Health Care Provider,0,0,0,Correct
Service Delivery Associate - Part Time ,Full-time,Entry level,Financial Services,Customer Service,1,0,0,Correct
"IT Security Engineer, Immediate full time opening at Fortune 500 Co.",Full-time,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
Linux Engineer with AWS,Contract,Mid-Senior level,Information Technology and Services,Information Technology,0,0,0,Correct
Full Stack Java Developer,unknown,unknown,unknown,unknown,1,0,0,Correct
Customer Service Associate ,Full-time,Entry level,Legal Services,Customer Service,1,0,0,Correct
Customer Service Phone Representative ,Full-time,Associate,Marketing and Advertising,Customer Service,1,0,0,Correct
Sales Representative,Full-time,Associate,Automotive,Sales,1,0,0,Correct
Sales Director,Full-time,Director,Information Technology and Services,Sales,1,0,0,Correct
Remote Data Entry Rep Needed,Full-time,Entry level,Consumer Services,Customer Service,1,1,1,Correct
Lead Full Stack Developer - SpotHero,Full-time,Director,Transportation/Trucking/Railroad,Information Technology,1,0,0,Correct
Associate Business Development,Full-time,Entry level,Information Technology and Services,Business Development,0,0,0,Correct
Sales Executive ,Contract,Not Applicable,Computer Software,Sales,1,0,0,Correct
Customer Service Representative to Enroll People in NO COST Cell Phone Program,unknown,unknown,unknown,Customer Service,1,1,1,Correct
"Director, Information Security ",Full-time,unknown,Information Technology and Services,Information Technology,1,0,0,Correct
Lead Product Manager,Full-time,Director,Internet,Product Management,1,0,0,Correct
Expert on XML Legislative Standards,Full-time,Mid-Senior level,Computer Software,Information Technology,1,0,0,Correct
Collections Supervisor,Full-time,Mid-Senior level,Financial Services,Management,1,0,0,Correct
OUD: Applicatieontwikkelaar,unknown,unknown,unknown,unknown,1,0,0,Correct
QA & Software Test Manager,Full-time,Mid-Senior level,Airlines/Aviation,Information Technology,1,0,0,Correct
Construction Management - South Chicago/IN,Full-time,Mid-Senior level,Construction,Sales,1,0,0,Correct
Community Management Intern,Full-time,Director,unknown,unknown,1,0,0,Correct
Quality Assurance Engineer,Full-time,Mid-Senior level,Internet,Quality Assurance,0,0,0,Correct
Business Development Manager,unknown,unknown,unknown,Business Development,1,0,0,Correct
PHP/LARAVEL DEVELOPER ,Full-time,unknown,unknown,unknown,1,0,0,Correct
English Teacher Abroad,Contract,unknown,Education Management,unknown,1,0,0,Correct
English Teacher Abroad (Conversational),Contract,Entry level,Education Management,Education,1,0,0,Correct
JUNIOR SUPERVISOR,Full-time,unknown,Staffing and Recruiting,Management,1,0,0,Correct
Senior Software Developer,Full-time,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Service Delivery Manager 1 ,Full-time,Associate,Consumer Services,Management,1,0,0,Correct
Field Compliance Coordinator,Full-time,Mid-Senior level,Oil & Energy,Engineering,1,0,0,Correct
Just Energy - Senior Energy Analyst - Pricing & Costing,Full-time,unknown,unknown,unknown,1,0,0,Correct
Research Associate,Full-time,Associate,Financial Services,Financial Analyst,1,0,0,Correct
Entry Level Sales,Full-time,Entry level,Financial Services,Sales,0,0,0,Correct
Senior Endeca SME/Project Manager,Contract,Mid-Senior level,Information Technology and Services,Information Technology,1,0,0,Correct
Vehicle Purchaser,Full-time,Not Applicable,Automotive,Sales,0,0,0,Correct
UX Architect & Designer,Full-time,Mid-Senior level,Internet,Engineering,1,0,0,Correct
Fashion Industry Sales Rep,Full-time,Not Applicable,Apparel & Fashion,Sales,1,0,0,Correct
Gargrave Customer Service Apprenticeship Under NAS 16-18 Year Olds Only,Full-time,Not Applicable,unknown,Customer Service,1,0,0,Correct
Product Analyst,Full-time,unknown,Computer Software,unknown,1,0,0,Correct
Transactional Secretary Job in Orange County,unknown,unknown,unknown,unknown,0,0,0,Correct
Front-End Engineer,unknown,unknown,unknown,unknown,1,0,0,Correct
"Graphic Artist, Tibetan Service",unknown,unknown,unknown,unknown,1,0,0,Correct
